baseFare,reservationCharge,superfastCharge,fuelAmount,totalConcession,tatkalFare,serviceTax,otherCharge,cateringCharge,dynamicFare,totalFare,availability,trainNumber,timeStamp,fromStnCode,toStnCode,classCode,distance,duration
365,20,30,0.0,0,0,0.0,0,0,0,415,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0238'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0440'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0186'}, {'date': '26-11-2023', 'status': 'AVAILABLE-0177'}]",2132,2023-10-30 03:52:19.833978,MML,ET,SL,242,214.0
1324,50,45,0.0,0,0,71.0,0,0,0,1490,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0003'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,MML,HD,2A,317,276.0
962,40,45,0.0,0,0,53.0,0,0,0,1100,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0128'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0226'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0017'}, {'date': '26-11-2023', 'status': 'AVAILABLE-0001'}]",2132,2023-10-30 03:52:19.833978,MML,HD,3A,317,276.0
365,20,30,0.0,0,0,0.0,0,0,0,415,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0226'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0440'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0148'}, {'date': '26-11-2023', 'status': 'AVAILABLE-0084'}]",2132,2023-10-30 03:52:19.833978,MML,HD,SL,317,276.0
1476,50,45,0.0,0,0,79.0,0,0,0,1650,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,MML,BSL,2A,549,464.0
1048,40,45,0.0,0,0,57.0,0,0,0,1190,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0118'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0226'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,MML,BSL,3A,549,464.0
395,20,30,0.0,0,0,0.0,0,0,0,445,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0221'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0440'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0122'}, {'date': '26-11-2023', 'status': 'AVAILABLE-0068'}]",2132,2023-10-30 03:52:19.833978,MML,BSL,SL,549,464.0
1809,50,45,0.0,0,0,96.0,0,0,0,2000,"[{'date': '5-11-2023', 'status': 'GNWL12/RAC4'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,MML,MMR,2A,733,624.0
1277,40,45,0.0,0,0,68.0,0,0,0,1430,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0111'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0222'}, {'date': '19-11-2023', 'status': 'GNWL186/WL153'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,MML,MMR,3A,733,624.0
490,20,30,0.0,0,0,0.0,0,0,0,540,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0205'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0429'}, {'date': '19-11-2023', 'status': 'GNWL187/WL135'}, {'date': '26-11-2023', 'status': 'RAC 126/RAC 107'}]",2132,2023-10-30 03:52:19.833978,MML,MMR,SL,733,624.0
1862,50,45,0.0,0,0,98.0,0,0,0,2055,"[{'date': '5-11-2023', 'status': 'GNWL12/RAC4'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,MML,KPG,2A,774,686.0
1319,40,45,0.0,0,0,71.0,0,0,0,1475,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0111'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0222'}, {'date': '19-11-2023', 'status': 'GNWL186/WL153'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,MML,KPG,3A,774,686.0
505,20,30,0.0,0,0,0.0,0,0,0,555,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0205'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0429'}, {'date': '19-11-2023', 'status': 'GNWL187/WL135'}, {'date': '26-11-2023', 'status': 'RAC 126/RAC 107'}]",2132,2023-10-30 03:52:19.833978,MML,KPG,SL,774,686.0
1909,50,45,0.0,0,0,101.0,0,0,0,2105,"[{'date': '5-11-2023', 'status': 'GNWL12/RAC4'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,MML,BAP,2A,818,737.0
1367,40,45,0.0,0,0,73.0,0,0,0,1525,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0111'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0222'}, {'date': '19-11-2023', 'status': 'GNWL186/WL153'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,MML,BAP,3A,818,737.0
525,20,30,0.0,0,0,0.0,0,0,0,575,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0205'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0429'}, {'date': '19-11-2023', 'status': 'GNWL187/WL135'}, {'date': '26-11-2023', 'status': 'RAC 126/RAC 107'}]",2132,2023-10-30 03:52:19.833978,MML,BAP,SL,818,737.0
1995,50,45,0.0,0,0,105.0,0,0,0,2195,"[{'date': '5-11-2023', 'status': 'GNWL12/RAC4'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,MML,ANG,2A,885,794.0
1438,40,45,0.0,0,0,77.0,0,0,0,1600,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0111'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0222'}, {'date': '19-11-2023', 'status': 'GNWL186/WL153'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,MML,ANG,3A,885,794.0
555,20,30,0.0,0,0,0.0,0,0,0,605,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0205'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0429'}, {'date': '19-11-2023', 'status': 'GNWL187/WL135'}, {'date': '26-11-2023', 'status': 'RAC 126/RAC 107'}]",2132,2023-10-30 03:52:19.833978,MML,ANG,SL,885,794.0
2090,50,45,0.0,0,0,110.0,0,0,0,2295,"[{'date': '5-11-2023', 'status': 'GNWL12/RAC4'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,MML,DDCC,2A,967,892.0
1524,40,45,0.0,0,0,81.0,0,0,0,1690,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0111'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0222'}, {'date': '19-11-2023', 'status': 'GNWL186/WL153'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,MML,DDCC,3A,967,892.0
590,20,30,0.0,0,0,0.0,0,0,0,640,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0205'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0429'}, {'date': '19-11-2023', 'status': 'GNWL187/WL135'}, {'date': '26-11-2023', 'status': 'RAC 126/RAC 107'}]",2132,2023-10-30 03:52:19.833978,MML,DDCC,SL,967,892.0
2176,50,45,0.0,0,0,114.0,0,0,0,2385,"[{'date': '5-11-2023', 'status': 'GNWL12/RAC4'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,MML,PUNE,2A,1040,989.0
1581,40,45,0.0,0,0,84.0,0,0,0,1750,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0111'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0222'}, {'date': '19-11-2023', 'status': 'GNWL186/WL153'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,MML,PUNE,3A,1040,989.0
620,20,30,0.0,0,0,0.0,0,0,0,670,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0205'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0429'}, {'date': '19-11-2023', 'status': 'GNWL187/WL135'}, {'date': '26-11-2023', 'status': 'RAC 126/RAC 107'}]",2132,2023-10-30 03:52:19.833978,MML,PUNE,SL,1040,989.0
1324,50,45,0.0,0,0,71.0,0,0,0,1490,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0004'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,NU,PPI,2A,93,63.0
962,40,45,0.0,0,0,53.0,0,0,0,1100,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0141'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0226'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0030'}, {'date': '26-11-2023', 'status': 'AVAILABLE-0021'}]",2132,2023-10-30 03:52:19.833978,NU,PPI,3A,93,63.0
365,20,30,0.0,0,0,0.0,0,0,0,415,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0240'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0444'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0201'}, {'date': '26-11-2023', 'status': 'AVAILABLE-0188'}]",2132,2023-10-30 03:52:19.833978,NU,PPI,SL,93,63.0
1324,50,45,0.0,0,0,71.0,0,0,0,1490,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0004'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,NU,ET,2A,161,145.0
962,40,45,0.0,0,0,53.0,0,0,0,1100,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0133'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0226'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0024'}, {'date': '26-11-2023', 'status': 'AVAILABLE-0017'}]",2132,2023-10-30 03:52:19.833978,NU,ET,3A,161,145.0
365,20,30,0.0,0,0,0.0,0,0,0,415,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0238'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0440'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0186'}, {'date': '26-11-2023', 'status': 'AVAILABLE-0177'}]",2132,2023-10-30 03:52:19.833978,NU,ET,SL,161,145.0
1324,50,45,0.0,0,0,71.0,0,0,0,1490,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0003'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,NU,HD,2A,236,207.0
962,40,45,0.0,0,0,53.0,0,0,0,1100,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0128'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0226'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0017'}, {'date': '26-11-2023', 'status': 'AVAILABLE-0001'}]",2132,2023-10-30 03:52:19.833978,NU,HD,3A,236,207.0
365,20,30,0.0,0,0,0.0,0,0,0,415,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0226'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0440'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0148'}, {'date': '26-11-2023', 'status': 'AVAILABLE-0084'}]",2132,2023-10-30 03:52:19.833978,NU,HD,SL,236,207.0
1324,50,45,0.0,0,0,71.0,0,0,0,1490,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,NU,BSL,2A,468,395.0
962,40,45,0.0,0,0,53.0,0,0,0,1100,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0118'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0226'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,NU,BSL,3A,468,395.0
365,20,30,0.0,0,0,0.0,0,0,0,415,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0221'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0440'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0122'}, {'date': '26-11-2023', 'status': 'AVAILABLE-0068'}]",2132,2023-10-30 03:52:19.833978,NU,BSL,SL,468,395.0
1681,50,45,0.0,0,0,89.0,0,0,0,1865,"[{'date': '5-11-2023', 'status': 'GNWL12/RAC4'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,NU,MMR,2A,652,555.0
1172,40,45,0.0,0,0,63.0,0,0,0,1320,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0111'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0222'}, {'date': '19-11-2023', 'status': 'GNWL186/WL153'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,NU,MMR,3A,652,555.0
450,20,30,0.0,0,0,0.0,0,0,0,500,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0205'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0429'}, {'date': '19-11-2023', 'status': 'GNWL187/WL135'}, {'date': '26-11-2023', 'status': 'RAC 126/RAC 107'}]",2132,2023-10-30 03:52:19.833978,NU,MMR,SL,652,555.0
1752,50,45,0.0,0,0,93.0,0,0,0,1940,"[{'date': '5-11-2023', 'status': 'GNWL12/RAC4'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,NU,KPG,2A,693,617.0
1224,40,45,0.0,0,0,66.0,0,0,0,1375,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0111'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0222'}, {'date': '19-11-2023', 'status': 'GNWL186/WL153'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,NU,KPG,3A,693,617.0
470,20,30,0.0,0,0,0.0,0,0,0,520,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0205'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0429'}, {'date': '19-11-2023', 'status': 'GNWL187/WL135'}, {'date': '26-11-2023', 'status': 'RAC 126/RAC 107'}]",2132,2023-10-30 03:52:19.833978,NU,KPG,SL,693,617.0
1809,50,45,0.0,0,0,96.0,0,0,0,2000,"[{'date': '5-11-2023', 'status': 'GNWL12/RAC4'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,NU,BAP,2A,737,668.0
1277,40,45,0.0,0,0,68.0,0,0,0,1430,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0111'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0222'}, {'date': '19-11-2023', 'status': 'GNWL186/WL153'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,NU,BAP,3A,737,668.0
490,20,30,0.0,0,0,0.0,0,0,0,540,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0205'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0429'}, {'date': '19-11-2023', 'status': 'GNWL187/WL135'}, {'date': '26-11-2023', 'status': 'RAC 126/RAC 107'}]",2132,2023-10-30 03:52:19.833978,NU,BAP,SL,737,668.0
1895,50,45,0.0,0,0,100.0,0,0,0,2090,"[{'date': '5-11-2023', 'status': 'GNWL12/RAC4'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,NU,ANG,2A,804,725.0
1353,40,45,0.0,0,0,72.0,0,0,0,1510,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0111'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0222'}, {'date': '19-11-2023', 'status': 'GNWL186/WL153'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,NU,ANG,3A,804,725.0
520,20,30,0.0,0,0,0.0,0,0,0,570,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0205'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0429'}, {'date': '19-11-2023', 'status': 'GNWL187/WL135'}, {'date': '26-11-2023', 'status': 'RAC 126/RAC 107'}]",2132,2023-10-30 03:52:19.833978,NU,ANG,SL,804,725.0
1995,50,45,0.0,0,0,105.0,0,0,0,2195,"[{'date': '5-11-2023', 'status': 'GNWL12/RAC4'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,NU,DDCC,2A,886,823.0
1438,40,45,0.0,0,0,77.0,0,0,0,1600,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0111'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0222'}, {'date': '19-11-2023', 'status': 'GNWL186/WL153'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,NU,DDCC,3A,886,823.0
555,20,30,0.0,0,0,0.0,0,0,0,605,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0205'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0429'}, {'date': '19-11-2023', 'status': 'GNWL187/WL135'}, {'date': '26-11-2023', 'status': 'RAC 126/RAC 107'}]",2132,2023-10-30 03:52:19.833978,NU,DDCC,SL,886,823.0
2076,50,45,0.0,0,0,109.0,0,0,0,2280,"[{'date': '5-11-2023', 'status': 'GNWL12/RAC4'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,NU,PUNE,2A,959,920.0
1515,40,45,0.0,0,0,80.0,0,0,0,1680,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0111'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0222'}, {'date': '19-11-2023', 'status': 'GNWL186/WL153'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,NU,PUNE,3A,959,920.0
585,20,30,0.0,0,0,0.0,0,0,0,635,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0205'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0429'}, {'date': '19-11-2023', 'status': 'GNWL187/WL135'}, {'date': '26-11-2023', 'status': 'RAC 126/RAC 107'}]",2132,2023-10-30 03:52:19.833978,NU,PUNE,SL,959,920.0
1324,50,45,0.0,0,0,71.0,0,0,0,1490,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0004'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,PPI,ET,2A,68,82.0
962,40,45,0.0,0,0,53.0,0,0,0,1100,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0133'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0226'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0024'}, {'date': '26-11-2023', 'status': 'AVAILABLE-0019'}]",2132,2023-10-30 03:52:19.833978,PPI,ET,3A,68,82.0
365,20,30,0.0,0,0,0.0,0,0,0,415,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0238'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0440'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0186'}, {'date': '26-11-2023', 'status': 'AVAILABLE-0181'}]",2132,2023-10-30 03:52:19.833978,PPI,ET,SL,68,82.0
1324,50,45,0.0,0,0,71.0,0,0,0,1490,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0003'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,PPI,HD,2A,143,144.0
962,40,45,0.0,0,0,53.0,0,0,0,1100,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0128'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0226'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0017'}, {'date': '26-11-2023', 'status': 'AVAILABLE-0001'}]",2132,2023-10-30 03:52:19.833978,PPI,HD,3A,143,144.0
365,20,30,0.0,0,0,0.0,0,0,0,415,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0226'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0440'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0148'}, {'date': '26-11-2023', 'status': 'AVAILABLE-0084'}]",2132,2023-10-30 03:52:19.833978,PPI,HD,SL,143,144.0
1324,50,45,0.0,0,0,71.0,0,0,0,1490,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,PPI,BSL,2A,375,332.0
962,40,45,0.0,0,0,53.0,0,0,0,1100,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0118'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0226'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0002'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,PPI,BSL,3A,375,332.0
365,20,30,0.0,0,0,0.0,0,0,0,415,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0221'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0440'}, {'date': '19-11-2023', 'status': 'AVAILABLE-0122'}, {'date': '26-11-2023', 'status': 'AVAILABLE-0068'}]",2132,2023-10-30 03:52:19.833978,PPI,BSL,SL,375,332.0
1495,50,45,0.0,0,0,80.0,0,0,0,1670,"[{'date': '5-11-2023', 'status': 'GNWL12/RAC4'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,PPI,MMR,2A,559,492.0
1053,40,45,0.0,0,0,57.0,0,0,0,1195,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0111'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0222'}, {'date': '19-11-2023', 'status': 'GNWL186/WL153'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,PPI,MMR,3A,559,492.0
400,20,30,0.0,0,0,0.0,0,0,0,450,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0205'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0429'}, {'date': '19-11-2023', 'status': 'GNWL187/WL135'}, {'date': '26-11-2023', 'status': 'RAC 126/RAC 107'}]",2132,2023-10-30 03:52:19.833978,PPI,MMR,SL,559,492.0
1590,50,45,0.0,0,0,85.0,0,0,0,1770,"[{'date': '5-11-2023', 'status': 'GNWL12/RAC4'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,PPI,KPG,2A,600,554.0
1110,40,45,0.0,0,0,60.0,0,0,0,1255,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0111'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0222'}, {'date': '19-11-2023', 'status': 'GNWL186/WL153'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,PPI,KPG,3A,600,554.0
425,20,30,0.0,0,0,0.0,0,0,0,475,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0205'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0429'}, {'date': '19-11-2023', 'status': 'GNWL187/WL135'}, {'date': '26-11-2023', 'status': 'RAC 126/RAC 107'}]",2132,2023-10-30 03:52:19.833978,PPI,KPG,SL,600,554.0
1662,50,45,0.0,0,0,88.0,0,0,0,1845,"[{'date': '5-11-2023', 'status': 'GNWL12/RAC4'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0019'}, {'date': '19-11-2023', 'status': 'GNWL86/WL81'}, {'date': '26-11-2023', 'status': 'GNWL33/WL24'}]",2132,2023-10-30 03:52:19.833978,PPI,BAP,2A,644,605.0
1162,40,45,0.0,0,0,63.0,0,0,0,1310,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0111'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0222'}, {'date': '19-11-2023', 'status': 'GNWL186/WL153'}, {'date': '26-11-2023', 'status': 'GNWL79/WL62'}]",2132,2023-10-30 03:52:19.833978,PPI,BAP,3A,644,605.0
445,20,30,0.0,0,0,0.0,0,0,0,495,"[{'date': '5-11-2023', 'status': 'AVAILABLE-0205'}, {'date': '12-11-2023', 'status': 'AVAILABLE-0429'}, {'date': '19-11-2023', 'status': 'GNWL187/WL135'}, {'date': '26-11-2023', 'status': 'RAC 126/RAC 107'}]",2132,2023-10-30 03:52:19.833978,PPI,BAP,SL,644,605.0
